ID_KEL,Nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,POSITIF,Dirawat,Sembuh,Meninggal,Self Isolation
3173011004,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,1249,32,1135,23,59
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,1328,37,1189,33,69
3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,1779,52,1631,28,68
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,1138,26,1034,15,63
3175091003,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,2302,51,2061,40,150
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,2386,58,2178,31,119
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,2184,41,2026,37,80
3173071005,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,1694,38,1551,33,72
3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,1620,48,1516,27,29
3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,1268,49,1140,15,64
3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,2023,66,1784,30,143
3171041002,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,671,14,584,6,67
3173041005,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,601,10,555,13,23
3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,2539,43,2347,60,89
3172031001,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,1208,54,1097,24,33
3173071006,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,987,37,878,20,52
3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,1043,14,957,22,50
3171041004,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,1134,25,1011,32,66
3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,1943,52,1773,37,81
3174071003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,563,11,532,6,14
3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,647,14,610,7,16
3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,573,6,531,5,31
3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,830,32,776,6,16
3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,585,13,534,13,25
3172031003,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,2108,44,1975,40,49
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,2169,35,2018,37,79
3174091004,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,2246,39,2070,34,103
3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,3016,59,2732,36,189
3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,2054,23,1871,41,119
3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,1707,33,1562,37,75
3175071005,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,1601,39,1440,42,80
3174031001,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,1355,15,1275,24,41
3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,453,13,407,10,23
